"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"shinydashboardPlus","shinydashboardPlus","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0.0",NA,NA,"shiny, htmltools, shinydashboard, fresh, lifecycle, waiter",NA,"styler (>= 1.2.0), shinyAce, shinyWidgets, shinyEffects,
shinyjqui, knitr, rmarkdown, jsonlite",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.0.4"
"shinyjs","shinyjs","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0.0",NA,"R (>= 3.1.0)","digest (>= 0.6.8), htmltools (>= 0.2.9), jsonlite, shiny (>=
1.0.0)",NA,"knitr (>= 1.7), rmarkdown, shinyAce, shinydisconnect,
testthat (>= 0.9.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"shinyloadtest","shinyloadtest","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 2.10)","R6, curl, dplyr (>= 1.0.0), ggplot2, httpuv (>= 1.5.2),
jsonlite, magrittr, rlang (>= 0.1.2), scales, stringr, svglite,
vroom, websocket (>= 1.0.0), xml2",NA,"getPass, glue, gtable, htmltools, lubridate, progress,
rmarkdown, testthat, spelling",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"shinyobjects","shinyobjects","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.0",NA,NA,"dplyr, glue, knitr, magrittr, methods, pander, purrr, readr,
rlang, rstudioapi, shiny, stringr, styler, tibble, tidyr",NA,"rmarkdown, testthat, mockery, spelling, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"shinystan","shinystan","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.5.0",NA,"R (>= 3.1.0), shiny (>= 1.0.3)","bayesplot (>= 1.5.0), colourpicker, DT (>= 0.2), dygraphs (>=
1.1.1.2), ggplot2 (>= 2.1.1), gridExtra, gtools, markdown (>=
0.7.4), methods, reshape2, rsconnect (>= 0.4.2), rstan (>=
2.17.1), stats, shinyjs (>= 0.6.0), shinythemes (>= 1.0.1),
threejs (>= 0.2.1), utils, xtable, xts (>= 0.9-7)",NA,"coda, knitr (>= 1.9), rmarkdown (>= 0.8.1), rstanarm (>=
2.17.4), testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.3"
"shinytest","shinytest","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.5.0",NA,NA,"assertthat, callr (>= 2.0.3), crayon, debugme, digest,
htmlwidgets, httpuv, httr, jsonlite, parsedate, pingr, R6,
rematch, rlang, rstudioapi (>= 0.8.0.9002), shiny (>= 1.3.2),
testthat (>= 1.0.0), utils, webdriver (>= 1.0.6), withr",NA,"flexdashboard, globals, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"ShinyTester","ShinyTester","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.0",NA,NA,"dplyr, purrr, readr, stringr, tidyr, visNetwork",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"shinythemes","shinythemes","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.0",NA,"R (>= 3.0.0)","shiny (>= 0.11)",NA,NA,NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"shinyWidgets","shinyWidgets","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.6.0",NA,"R (>= 3.1.0)","bslib, sass, shiny (>= 0.14), htmltools, jsonlite, grDevices",NA,"shinydashboard, testthat, covr, shinydashboardPlus (>=
2.0.0), bs4Dash, argonR, argonDash, tablerDash, ggplot2, DT,
scales",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.4"
"showimage","showimage","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,NA,"png, tools",NA,"covr, testthat",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.3"
"siggenes","siggenes","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.64.0",NA,"Biobase, multtest, splines, methods","stats4, grDevices, graphics, stats, scrime (>= 1.2.5)",NA,"affy, annotate, genefilter, KernSmooth",NA,"LGPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"signal","signal","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7-6",NA,"R (>= 2.14.0)","MASS, graphics, grDevices, stats, utils",NA,"pracma",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"simpleboot","simpleboot","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1-7",NA,"R (>= 2.14.0)","boot, stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"simplecolors","simplecolors","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.1",NA,"R (>= 3.1.0)","colorspace, dplyr, forcats, ggplot2, magrittr, stats, stringr",NA,"knitr, rmarkdown, testthat, covr, devtools, spelling",NA,"GNU General Public License",NA,NA,NA,NA,"no","4.0.3"
"sjlabelled","sjlabelled","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.7",NA,"R (>= 3.2)","insight (>= 0.7.0), stats, tools, utils",NA,"dplyr, haven (>= 1.1.2), magrittr, sjmisc, sjPlot, knitr,
rlang, rmarkdown, snakecase, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"skedastic","skedastic","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 4.0.0)","Rdpack (>= 0.11.1), broom (>= 0.5.6), pracma (>= 2.2.9), gmp
(>= 0.5.13), Rmpfr (>= 0.8.0), arrangements (>= 1.1.8),
cubature (>= 2.0.4), quantreg (>= 5.55), CompQuadForm (>=
1.4.3), MASS (>= 7.3.47), qpdf (>= 1.1), boot (>= 1.3.24),
berryFunctions (>= 1.17), bazar (>= 1.0.11), expm (>= 0.999.4),
mvtnorm (>= 1.1.0), data.table (>= 1.12.8), dplyr (>= 0.8.5)",NA,"knitr, rmarkdown, devtools, lmtest, car, tseries, tibble,
het.test, testthat, mlbench",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"skimr","skimr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.1.3",NA,"R (>= 3.1.2)","cli, crayon, dplyr (>= 0.8.0), knitr (>= 1.2), magrittr (>=
1.5), purrr, repr, rlang (>= 0.3.1), stats, stringr (>= 1.1),
tibble (>= 2.0.0), tidyr (>= 1.0), tidyselect (>= 1.0.0),
vctrs, withr",NA,"covr, data.table, dtplyr, extrafont, lubridate, rmarkdown,
sf, testthat (>= 2.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.4"
"slackr","slackr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.2.0",NA,"R (>= 3.3.0)","httr (>= 1.4.2), jsonlite, ggplot2, utils, methods, dplyr,
graphics, grDevices, xtable (>= 1.8.4), tibble, magrittr,
memoise (>= 2.0.0), cachem (>= 1.0.4)",NA,"testthat (>= 3.0.0), covr, knitr, rmarkdown, texPreview",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.4"
"slam","slam","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1-48",NA,"R (>= 3.4.0)","stats",NA,NA,"Matrix, SparseM, spam","GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"slider","slider","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.5",NA,"R (>= 3.2)","glue, rlang (>= 0.4.5), vctrs (>= 0.3.0), warp","vctrs (>= 0.3.0)","covr, dplyr (>= 0.8.3), knitr, lubridate, rmarkdown, testthat
(>= 2.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"sn","sn","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.6-2",NA,"R (>= 2.15.3), methods, stats4","mnormt (>= 1.5-4), numDeriv, utils, quantreg",NA,"R.rsp",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.3"
"sna","sna","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.6",NA,"R (>= 2.0.0), utils, statnet.common, network",NA,NA,"rgl, numDeriv, SparseM",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"snakecase","snakecase","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.11.0",NA,"R (>= 3.2)","stringr, stringi",NA,"testthat, covr, tibble, purrrlyr, knitr, rmarkdown, magrittr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"snow","snow","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4-3",NA,"R (>= 2.13.1), utils",NA,NA,"Rmpi,rlecuyer,nws",NA,"GPL",NA,NA,NA,NA,"no","4.0.3"
"SnowballC","SnowballC","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.0",NA,NA,NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"sodium","sodium","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1",NA,NA,NA,NA,"knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"sourcetools","sourcetools","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.7",NA,"R (>= 3.0.2)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"sp","sp","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4-5",NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"spacetime","spacetime","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2-4",NA,"R (>= 3.0.0)","graphics, utils, stats, methods, lattice, sp (>= 1.1-0), zoo
(>= 1.7-9), xts (>= 0.8-8), intervals",NA,"adehabitatLT, cshapes, diveMove, foreign, gstat (>= 1.0-16),
maps, mapdata, maptools, plm, raster, RColorBrewer, rgdal,
rgeos, RPostgreSQL, knitr, googleVis, ISOcodes, markdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"spacyr","spacyr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.1",NA,"R (>= 3.0.0), methods","data.table, reticulate (>= 1.6)",NA,"dplyr, knitr, quanteda, R.rsp, rmarkdown, spelling, testthat,
tidytext, tibble",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"spam","spam","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.6-0",NA,"R (>= 3.1), dotCall64, grid, methods",NA,NA,"spam64, fields, Matrix, testthat, R.rsp, truncdist, knitr,
rmarkdown",NA,"LGPL-2 | BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"spanel","spanel","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1",NA,"R (>= 2.12.0)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"sparklyr","sparklyr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.6.0",NA,"R (>= 3.2)","assertthat, base64enc, blob, config (>= 0.2), DBI (>= 0.6-1),
dbplyr (>= 1.1.0), digest, dplyr (>= 0.7.2), ellipsis (>=
0.1.0), forge, generics, globals, glue, httr (>= 1.2.1),
jsonlite (>= 1.4), lifecycle, methods, openssl (>= 0.8), purrr,
r2d3, rappdirs, rlang (>= 0.1.4), rprojroot, rstudioapi (>=
0.10), stringr, tibble, tidyr, tidyselect, uuid, vctrs, withr,
xml2",NA,"arrow (>= 0.14.0), broom, diffobj, foreach, ggplot2,
iterators, janeaustenr, Lahman, mlbench, nnet, nycflights13,
R6, RCurl, reshape2, shiny (>= 1.0.1), testthat",NA,"Apache License 2.0 | file LICENSE",NA,NA,NA,NA,"no","4.0.4"
"SparseM","SparseM","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.81",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"sparseMatrixStats","sparseMatrixStats","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.0",NA,"MatrixGenerics","Rcpp, Matrix, matrixStats, methods","Rcpp","testthat (>= 2.1.0), knitr, bench, rmarkdown, BiocStyle",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"sparsesvd","sparsesvd","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2",NA,"R (>= 3.0)","Matrix, methods",NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"spatial","spatial","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","7.3-13","recommended","R (>= 3.0.0), graphics, stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"spatialprobit","spatialprobit","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.9-11",NA,"R (>= 1.9.0), Matrix, spdep, mvtnorm, tmvtnorm","stats",NA,"RUnit, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"spatialreg","spatialreg","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1-5",NA,"R (>= 3.3.0), spData, Matrix","spdep, expm, coda, methods, MASS, boot, splines, LearnBayes,
nlme, gmodels",NA,"parallel, RSpectra, sf, tmap, foreign, spam, knitr, lmtest,
sandwich",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"spData","spData","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.8",NA,"R (>= 3.3.0)","sp, raster",NA,"foreign, maptools, rgdal, sf (>= 0.9-1), spDataLarge (>=
0.4.0), spdep, spatialreg",NA,"CC0",NA,NA,NA,NA,"no","4.0.3"
"spdep","spdep","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1-5",NA,"R (>= 3.3.0), methods, sp (>= 1.0), spData (>= 0.2.6.0), sf","deldir, boot (>= 1.3-1), graphics, grDevices, utils, stats,
Matrix, LearnBayes, MASS, coda, expm, gmodels, nlme",NA,"spatialreg (>= 1.1-1), parallel, RANN, rgeos, RColorBrewer,
lattice, xtable, maptools (>= 0.5-4), foreign, igraph,
RSpectra, knitr, rgdal, classInt, tmap, spam, ggplot2,
rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"speedglm","speedglm","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3-3",NA,"Matrix, MASS","methods, stats",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.0.3"
"spelling","spelling","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.2",NA,NA,"commonmark, xml2, hunspell (>= 3.0), knitr",NA,"pdftools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"spfrontier","spfrontier","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.5",NA,"R (>= 3.6),moments,tmvtnorm,mvtnorm,spdep,ezsim","methods,parallel,optimx,numDeriv",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"sphet","sphet","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.7",NA,"R (>= 3.0.1)","nlme, spdep (>= 0.5-67), Matrix, sp, methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"spiderbar","spiderbar","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.3",NA,"R (>= 3.2.0)","Rcpp","Rcpp","covr, robotstxt, tinytest",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"splinetree","splinetree","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.5.0), rpart, nlme, splines","mosaic, ggplot2, treeClust, mclust",NA,"R.rsp, knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"splitstackshape","splitstackshape","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4.8",NA,"R (>= 2.10)","data.table (>= 1.9.4)",NA,"covr, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"splm","splm","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4-11",NA,"R (>= 2.12.0), spdep","plm, maxLik, MASS, bdsmatrix, ibdreg, nlme, Matrix, spam,
methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"splmm","splmm","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.2",NA,"R (>= 3.5.0)","Rcpp (>= 1.0.1), emulator, miscTools, penalized, ggplot2,
gridExtra, plot3D, MASS","Rcpp, RcppArmadillo",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"splus2R","splus2R","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.3-3",NA,"R (>= 2.7.2)","methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"sqldf","sqldf","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4-11",NA,"R (>= 3.1.0), gsubfn (>= 0.6), proto, RSQLite","DBI, chron",NA,"RH2, RMySQL, RPostgreSQL, svUnit, tcltk, MASS",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"SQUAREM","SQUAREM","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2021.1",NA,"R (>= 3.0)",NA,NA,"setRNG",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"ssfa","ssfa","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1",NA,"Matrix, maxLik, spdep, sp",NA,NA,"R.rsp",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"ssh","ssh","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.0",NA,NA,"credentials, askpass",NA,"knitr, rmarkdown, spelling, sys, testthat, mongolite",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.4"
"stable","stable","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.4",NA,"R (>= 1.4), rmutil","stabledist",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"stabledist","stabledist","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7-1",NA,"R (>= 3.1.0)","stats",NA,"Matrix, fBasics, FMStable, RUnit, Rmpfr, sfsmisc",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"stackoverflow","stackoverflow","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.0",NA,NA,NA,NA,NA,NA,"CC BY-SA 4.0",NA,NA,NA,NA,"no","4.0.3"
"stacks","stacks","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 2.10)","tune (>= 0.1.2), dplyr (>= 1.0.0), rlang (>= 0.4.0), tibble
(>= 2.1.3), purrr (>= 0.3.2), parsnip (>= 0.0.4), workflows (>=
0.1.0), recipes (>= 0.1.15), yardstick, tidyr, dials, digest,
glue, ggplot2, glmnet, rsample, cli, butcher, stats, foreach,
generics",NA,"testthat, covr, kernlab, knitr, modeldata, rmarkdown,
palmerpenguins, ranger, nnet, kknn",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"StanHeaders","StanHeaders","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.21.0-7",NA,"R (>= 3.4.0)","RcppParallel (>= 5.0.1)","RcppEigen, RcppParallel (>= 5.0.1)","Rcpp, BH, knitr (>= 1.15.1), rmarkdown, Matrix, methods,
rstan",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"stargazer","stargazer","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","5.2.2",NA,NA,"stats, utils",NA,NA,"AER, betareg, brglm, censReg, dynlm, eha, erer, ergm, fGarch,
gee, glmx, gmm, lfe, lme4, lmtest, MASS, mclogit, mgcv, mlogit,
mnlogit, nlme, nnet, ordinal, plm, pscl, quantreg, rms,
relevent, robustbase, sampleSelection, spdep, survey, survival,
Zelig","GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"stars","stars","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.5-1",NA,"R (>= 3.3.0), abind, sf (>= 0.9-7)","methods, parallel, classInt (>= 0.4-1), lwgeom, rlang, units",NA,"PCICt, RNetCDF (>= 1.8-2), clue, covr, cubelyr, digest, dplyr
(>= 0.7-0), exactextractr, future.apply, ggforce, ggplot2,
ggthemes, gstat, httr, jsonlite, knitr, maps, mapdata,
ncdfgeom, ncmeta (>= 0.0.3), pbapply, plm, randomForest,
raster, rgdal, rmarkdown, s2 (>= 1.0.0), sp, spacetime,
spatstat, starsdata, terra, testthat, viridis, xts, zoo",NA,"Apache License",NA,NA,NA,NA,"no","4.0.3"
"statar","statar","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.3",NA,"R (>= 3.2.0)","data.table, tidyselect, dplyr (>= 1.0), ggplot2 (>= 2.0.0),
lazyeval, matrixStats, methods, rlang, stringr",NA,"knitr, lubridate, rmarkdown, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"statip","statip","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.3",NA,"R (>= 3.1.3)","clue, graphics, rpart, stats",NA,"knitr, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"statmod","statmod","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4.35",NA,"R (>= 3.0.0)","stats, graphics",NA,"MASS, tweedie",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"statnet.common","statnet.common","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","4.4.1",NA,"R (>= 3.5)","utils, methods, coda, parallel, tools, rle",NA,"covr",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"stevetemplates","stevetemplates","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.0",NA,"R (>= 3.5.0)","rmarkdown",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.4"
"stickr","stickr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.1",NA,NA,"gh (>= 1.1.0), base64enc, fs, stringr, utils",NA,"knitr, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"stopwords","stopwords","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.2",NA,"R (>= 2.10)","ISOcodes",NA,"covr, lintr, quanteda, spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"storr","storr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.5",NA,"R (>= 3.3.0)","R6 (>= 2.1.0), digest",NA,"DBI (>= 0.6), RSQLite (>= 1.1-2), RPostgres, knitr, mockr,
parallel, progress, rbenchmark, rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"stringdist","stringdist","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.9.6.3",NA,"R (>= 2.15.3)","parallel",NA,"tinytest",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"stringi","stringi","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.5.3",NA,"R (>= 2.14)","tools, utils, stats",NA,NA,NA,"file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"stringr","stringr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4.0",NA,"R (>= 3.1)","glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"strucchange","strucchange","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.5-2",NA,"R (>= 2.10.0), zoo, sandwich","graphics, stats, utils",NA,"stats4, car, dynlm, e1071, foreach, lmtest, mvtnorm, tseries",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"styler","styler","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.3.2",NA,NA,"backports (>= 1.1.0), cli (>= 1.1.0), magrittr (>= 1.0.1),
purrr (>= 0.2.3), R.cache (>= 0.14.0), rematch2 (>= 2.0.1),
rlang (>= 0.1.1), rprojroot (>= 1.1), tibble (>= 1.4.2), tools,
withr (>= 1.0.0), xfun (>= 0.1)",NA,"data.tree (>= 0.1.6), digest, dplyr, here, knitr, prettycode,
rmarkdown, rstudioapi (>= 0.7), testthat (>= 2.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"stylo","stylo","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.4",NA,"R (>= 2.14)","tcltk, tcltk2, ape, pamr, e1071, class, lattice, tsne",NA,"stringi, networkD3, readr",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.3"
"SummarizedExperiment","SummarizedExperiment","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.20.0",NA,"R (>= 3.2), methods, MatrixGenerics (>= 1.1.3), GenomicRanges
(>= 1.41.5), Biobase","utils, stats, tools, Matrix, BiocGenerics (>= 0.15.3),
S4Vectors (>= 0.27.12), IRanges (>= 2.23.9), GenomeInfoDb (>=
1.13.1), DelayedArray (>= 0.15.10)",NA,"HDF5Array (>= 1.7.5), annotate, AnnotationDbi, hgu95av2.db,
GenomicFeatures, TxDb.Hsapiens.UCSC.hg19.knownGene, jsonlite,
rhdf5, airway, BiocStyle, knitr, rmarkdown, RUnit, testthat,
digest",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.3"
"suncalc","suncalc","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.5.0",NA,NA,"data.table, lubridate, magrittr",NA,NA,NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"SuppDists","SuppDists","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1-9.5",NA,"R (>= 3.3.0)",NA,NA,"RcppZiggurat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"supreme","supreme","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.6.0)","stats, utils, yaml (>= 2.2.0), nomnoml, shiny (>= 1.5.0)",NA,"testthat (>= 2.1.0), covr, knitr, rmarkdown, digest (>=
0.6.23)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"survey","survey","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","4.0",NA,"R (>= 3.1.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.3"
"survival","survival","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.2-9","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.0.4"
